text;;
Situasi simpang Cijago ramai lancar 2016 05 12 08:29:45 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/8mkphuk_FoI?a ;;
Situasi simpang Jatijajar lancar 2016 05 12 08:22:44 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/3HXcw0MnA_4?a ;;
"@idrisAShomad @BIMASDA@pemkot Depok terimakasih atas membantu perbaiki jln GDC, Semoga depok semakin baik lagi...
 https://twitter.com/manto_dpk/status/730413365110005760 …";;
moga lekas sembuh pak pradi.. Semangatt;;
Assalamu'alaikum selamat pagi Depok.. mohon doa buat Bang @pradi_supriatna wawalkot Depok yang sedang sakitpic.twitter.com/nBhDnza4Yb;;
Tanggal 14 kite ketemu di std merpati kuy @superdepokcyber @ULTRASpersikad @infosuporter @IdrisAShomad pic.twitter.com/6pc4Y0M89f;;
"Jgn lupe warga DEPOK yee hiburan rakyat @depoknews @Info_swg_bjong @depoklikcom pak @IdrisAShomad 
FORZA PERSIKAD pic.twitter.com/QZAICZnQnB";;
@lusynovaria @pemkotdepok @IdrisAShomad @BIMASDA trims informasinya;;
Kapan nih jalan raya sawangan di perlebar pak @IdrisAShomad ??;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jalan yg berlobang di GDCpic.twitter.com/r5rDwKJUvy;;
@IdrisAShomad @pemkotdepok @BIMASDA perbaikan drainase di jl Raya sawanganpic.twitter.com/R0KaYsV1rP;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jalan yg berlobang di Jl Proklamasipic.twitter.com/SW6PDwU9gQ;;
@IdrisAShomad @pemkotdepok @BIMASDA lanjutan penambalan jl yg berlobang di Jl Leuwinanggungpic.twitter.com/lr2NYJA5mj;;
Nyok kite ramein Babeh Walikote kite hadir ga ya? cc Pak Wali KH @IdrisAShomad  Lebih ajib ada santunan Yatim jg nih https://twitter.com/atem_keren/status/730383221314060289 …;;
Semoga @pemkotdepok dan Pak Wali @IdrisAShomad bisa mampir https://twitter.com/kartun014psp/status/730360805003137029 …;;
@IdrisAShomad Peresmian GedungBaru PosyanduRose1 Rt.03Rw.06Kalibaru olehLurah,Hadir Ka.Puskes,KetPKK,Bidan,PLKB,RtRw pic.twitter.com/12A9KzJAkw;;
@satgas_banjir @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfo datang lihat baru komentar,jgn potapoto trz blokirpic.twitter.com/MEC5xCThTo;;
Situasi exit Terminal Depok ramai lancar 2016 05 11 15:44 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/wpxLGJeIMr;;
Situasi simpang Sengon lancar 2016 05 11 15:47 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/LwfcVTDNCU;;
Situasi simpang PLN (Beji) lancar 2016 05 11 15:45 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/mFK4ODi6nO;;
Situasi simpang Kodim ramai lancar 2016 05 11 15:43 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/bUpR0AsItm;;
Situasi simpang Kartini lancar 2016 05 11 15:48 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/ezQc5u4qeX;;
Situasi simpang Gandul lancar 2016 05 11 15:42 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/QVbuZzC6Ow;;
Situasi simpang Cinere ramai lancar 2016 05 11 15:548 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/4cTivycB9z;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/j5DVJT4oH5;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/FoyElD4c4b;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/Tdc9yOpH7s;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/jfE7UYB5Wq;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/bR2cGtvrc9;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/PxBxpelsRT;;
Situasi ruas Jl Margonda (BALEKA) lancar 2016 05 11 15:46 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/lScOzf3apb;;
Situasi simpang Al-Huda lancar 2016 05 11 15:52 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/e6B9HfrNDv;;
Situasi simpang Margonda ramai lancar 2016 05 11 15:38:02 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/_mbgdls7dlE?a ;;
Situasi simpang Ramanda ramai lancar 2016 05 11 15:32:43 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/oZDBiwKTq3o?a ;;
Situasi simpang Siliwangi ramai lancar 2016 05 11 15:29:43 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/T3_UgCXXSaQ?a ;;
Situasi simpang Cijago ramai lancar 2016 05 11 15:23:22 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/Y4l2ReKyN7s?a ;;
Situasi simpang Jatijajar lancar 2016 05 11 15:20:22 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/EadCYrQuCiA?a ;;
Giat Penertiban Reklame di Jalan Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/XUKxmbhsfh;;
@atcs_dishub @IdrisAShomad TL per4an RTM akses UI, klp2 depok hny berfungsi paling lama 3 hari,sekrng tdk berfungsi,mhn pikirkan bahayanya;;
Sudah sampai 1219 laporan di Depok melalui aplikasi smartcity ini. Kapan jadi mitranya? @IdrisAShomad @pemkotdepokpic.twitter.com/kJBPKO3mCO;;
@satgas_banjir @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfo kondisi hari ini jam 13:00pic.twitter.com/XFzL3uvpOf;;
"@satgas_banjir @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfo jgn cm foto2 aja.lihat kondisi real skrg.@""manto ada apa sy di blokir.";;
@satgas_banjir @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfo mas langsung dtg aja k lokasi.coba liat kondisi smp skrg.;;
@IdrisAShomad ini lah kondisi pinggiran kotamu.sy infoin ke akun manto malah sy di blokir. (demi slogan depok) pic.twitter.com/tPEoKQ127d;;
@manto_dpk @BIMASDA @pemkotdepok @IdrisAShomad ada apa sy di blokir Manto.kliatan carmuk yg bagus2 aja yg di posting;;
Sedekah Berkah untuk pendidikan yatim piatu via BCA 26730 11446 An. #YayasanDanaAbadiSurga Cc @fahiraidris @IdrisAShomad @HumasFatmawati;;
"""@PolPPDepok: Giat Penertiban Reklame di Jalan Raya Cinere @IdrisAShomad @pemkotdepok pic.twitter.com/hJaHWYNd5h"" lanjutkan terus pak";;
Distankan Gelar Produk Pertanian, Peternakan, dan Perikanan http://humas.depok.go.id/distankan-gelar-produk-pertanian-peternakan-dan-perikanan.aspx … @IdrisAShomad @distankan01 @EtySurya @relawanIPman;;
Giat Penertiban Reklame di Jalan Raya Cinere @IdrisAShomad @pemkotdepokpic.twitter.com/AvTs0RuMFo;;
@distarkim_depok @RohmainB @IdrisAShomad @pemkotdepok @pradi_supriatna minta info kembali soal IMB Rohmain Wkl ket Lpm Gandul 0857 7471 0036;;
@pemkotdepok @SekrtDisdukDpk @IdrisAShomad oke terima kasih informasinya.;;
#Depok @PemkotDepok RT @atcs_dishub: Situasi simpang PLN (Beji) lancar 2016 05 11 08:57 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi...;;
Giat Penertiban Reklame di Jl. Arief Rahman Hakim & Jl. Nusantara @IdrisAShomad @pemkotdepokpic.twitter.com/SXoUIwNjtI;;
@liajeunglia @IdrisAShomad Baik , mohon info data diri sdr Memet lengkap via DM ,terimakasih;;
Kegiatan membersihkan kali baru @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfopic.twitter.com/K16PfkDFRg;;
Sosialisasi Pemilahan Sampah di Perumahan Griya Depok Asri (Sel,10/05/16) @ZamrowiHasan @IdrisAShomad pic.twitter.com/V2sRAUPHZF;;
Tim Bidang Pertamanan mendekor Panggung Sertijab Kapolres Depok (Rabu,11/05/16) @ZamrowiHasan @IdrisAShomad pic.twitter.com/rj8tPOCqFd;;
"@pemkotdepok @IdrisAShomad  e-KTP an. Memet. Saya jg sudah email ke disduk@depok.go.id.
Trima kasih";;
Situasi exit Terminal Depok lancar 2016 05 11 08:52 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/I5YHMfD6YX;;
Situasi simpang Sengon lancar 2016 05 11 08:55 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/p7O1TDOzLo;;
Situasi simpang PLN (Beji) lancar 2016 05 11 08:57 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/eNNsgdWdz9;;
Situasi simpang Kodim lancar 2016 05 11 08:55 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/Z3L7eWa1u3;;
Situasi simpang Kartini lancar 2016 05 11 08:56 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/r9o8I1vAT1;;
@manto_dpk @pemkotdepok @IdrisAShomad @BIMASDA jalanan depan stasiun depok baru juga berlubang, tetapi belum ada perbaikan sampai saat ini.;;
Situasi simpang Gandul lancar 2016 05 11 08:49 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/xRNUb6iG9T;;
Situasi simpang Cinere ramai lancar 2016 05 11 08:56 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/TGzijG9ztO;;
Situasi ruas Jl Margonda (BALEKA) lancar 2016 05 11 08:57 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/HnJG5iAD8A;;
Situasi simpang Al-Huda lancar 2016 05 11 09:02 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/CSRT4Lyb5S;;
@chrisna8 @SekrtDisdukDpk @IdrisAShomad Silahkan datang dan diurus di Disdukcapil kota depok  gd.Dibaleka 2 lt 1 Balaikota Depok (Gratis);;
Situasi simpang Cijago ramai lancar 2016 05 11 08:43:38 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/j2Q9x1izEN4?a ;;
@liajeunglia @IdrisAShomad mohon maaf utk ketidaknyamanan ini , Atas nama siapa Suami sdri ? utk kita bantu pengecekan e-ktp ny;;
Situasi simpang Margonda ramai lancar 2016 05 11 08:36:23 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/xDkENuhsoa0?a ;;
Situasi simpang Ramanda ramai lancar 2016 05 11 08:34:10 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/zzvH7mPhITU?a ;;
Situasi simpang Siliwangi lancar 2016 05 11 08:17:35 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/KYYxqSOPDy4?a ;;
Didepok kapan nih pak @IdrisAShomad https://twitter.com/ridwankamil/status/730203636127531008 …;;
Situasi simpang Jatijajar ramai lancar2016 05 11 08:14:39 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/0wLj2xTrmqs?a ;;
@IdrisAShomad @pemkotdepok lapor pak, jam 8.17, Kantor Lurah Kukusan masih terkunci dan baru 2 pegawai yang datang.pic.twitter.com/90U5dSkwZ3;;
@restadepok @TMCPoldaMetro @Dishub_Dalops @Dishub_Dpk @IdrisAShomad lihat 2 lapis dibahu jalan angkot undang macet pic.twitter.com/mMQjKRtvRb;;
Jadilah UKM Depok yg pnya karakter,trs Fokus n istiqomah *Kajol Rajut,Kursus n Privat,hub:087888903110 * @IdrisAShomad @aheryawan @jokowi;;
Jadilah warga depok yg peduli dgn bangun Depok dgn Usaha yg berkah *UKM Rajut,hub:0877888903110 * @IdrisAShomad @Nur_Mahmudi @jokowi;;
"Ikutan om @nukman nyapa pak Wali 
Assalamualaikum pak  @IdrisAShomad";;
@IdrisAShomad selamat pagi pak Wali :);;
PNS Depok Sumbang Rp50 Juta utk Palestina http://okz.me/V8qS  via @okezonenews Cc: @IdrisAShomad @Humas_depok @pemkotdepok @bkdkotadepok;;
Lanjutkan pak @IdrisAShomad RT @republikaonline: Depok Sita Ribuan Botol Minuman Keras http://rol.co.id/r/o6ywr1361 ;;
Sebanyak 810 Botol Miras Berhasil di sita Oleh Tim Penertiban Terpadu Kota Depok @IdrisAShomad @pemkotdepokpic.twitter.com/g27adXPjRx;;
Revolusi mental,apa salah orang tua atau guru atau sll melihat nonton senetron,sll kecanduan dgn gadget, @IdrisAShomad @jokowi @AlissaWahid;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jl yg berlobang Jl Bukit Cinere (tindaklnjut lap masy di fb Pak Wali)pic.twitter.com/nVQOKQgtNL;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jalan yg berlobang di Jl Muchtarpic.twitter.com/3S4b523rUm;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jalan yg berlobang di Jl. Tole Iskandarpic.twitter.com/5l0fvIFHBc;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jalan yg berlobang di Jl. Leuwinanggungpic.twitter.com/LQxwso24KM;;
@IdrisAShomad @pemkotdepok @BIMASDA penambalan jalan yg berlobang di Jl. Curugpic.twitter.com/aceIonw8wF;;
depok kapan punya kayak gini? @IdrisAShomad @GerakanMudaDPK @IMJ_IDhttps://twitter.com/infojakarta/status/730015892327796737 …;;
Mohon pak @IdrisAShomad @pemkotdepok agar petugas kelurahan (khususnya kel Ratu Jaya) yg sering dtg siang & pelayanannya buruk agar ditegur;;
Suami sudah perekaman e-ktp sejak bulan Okt 2015 di kel Ratu Jaya, smp saat ini blm jadi jg. Bagaimana ini pak @IdrisAShomad @pemkotdepok;;
#Depok @PemkotDepok RT @atcs_dishub: Situasi simpang Gandul lancar 2016 05 10 15:14 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_sup...;;
Giat Penertiban Peredaran Minuman Keras @IdrisAShomad @pemkotdepokpic.twitter.com/qEmGRwl0un;;
@pemkotdepok @SekrtDisdukDpk @IdrisAShomad terima kasih, saya dapat info dari Ibu Dwi kantor kel Sukatani biaya daftar 100rb & denda 300rb.;;
Alhamdulillah,kerja Nyata..kelurahan Mekarjaya paling oke..,daerahq @IdrisAShomad https://twitter.com/IdrisAShomad/status/729679613287268353 …;;
Situasi simpang Sengon lancar 2016 05 10 15:14 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/7ibAnOVUST;;
Situasi simpang PLN (Beji) lancar 2016 05 10 15:15 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/pTJ98Z1Apa;;
Situasi simpang Kodim ramai lancar 2016 05 10 15:17 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/5oYHStQ3N9;;
Situasi simpang Kartini ramai lancar 2016 05 10 15:17 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/rXVJ8zBP4k;;
Situasi exit Terminal Depok ramai lancar 2016 05 10 15:16 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/hiQb0WXOrm;;
Situasi simpang Gandul lancar 2016 05 10 15:14 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/DHRNylJyxo;;
Situasi simpang Cinere ramai lancar 2016 05 10 15:15 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/kWL9slBAV9;;
Situasi Ruas Jl Margonda (BALEKA) lancar 2016 05 10 15:18 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/7SJXlC3ZBJ;;
Situasi simpang Margonda ramai lancar 2016 05 10 15:22:31 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/KBqBMGunJk8?a ;;
Situasi simpang Al-Huda lancar 2016 05 10 15:22 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/Ctu7UNhfW6;;
Situasi simpang Ramanda ramai lancar 2016 05 10 15:19:53 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/fHeaciCks1Q?a ;;
Situasi simpang Siliwangi lancar 2016 05 10 15:16:18 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/NX1-WYtQ5a8?a ;;
Situasi simpang Cijago ramai lancar 2016 05 10 15:14:28 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/oyoKLsISKHI?a ;;
Situasi simpang Jatijajar ramai lancar 2016 05 10 15:11:34 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/vHtfuO-mODE?a ;;
@PolPPDepok @IdrisAShomad @pemkotdepok pak ogah depok kapan di tertibkan pak? Depok sudah Darurat pak ogah;;
@tesy09 @pemkotdepok Innalillaahi wa inna ilaihi rooji'un.. warga Depok yg lain mohon waspada;;
Perbaikan rambu batas kecepatan 40km/jam di Margonda Raya @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/8LjgTzSaGe;;
@chrisna8 @SekrtDisdukDpk @IdrisAShomad Pengurusan hanya hari kerja saja , Senin-Jumat, pkl 08.00-15.00, gd.Dibaleka 2 lt 1 Balaikota Depok;;
@satgas_banjir @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfo normalisasi jg msh lanjut,skrg di wil RW22 abadijaya,smga tdk ada hambatan;;
#Depok @PemkotDepok RT @PolPPDepok: Giat Penjangkauan Anak Jalanan & Pengamen di Jalan Margonda Raya @IdrisAShomad @pemkotdepok https...;;
Lanjutan perbaikan turap kali jantung perum cening ampe @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfopic.twitter.com/svLcrpry7s;;
@pemkotdepok @SekrtDisdukDpk @IdrisAShomad terima kasih infonya, untuk pengurusan hari kerja atau bisa hari sabtu seperti perpanjang stnk?;;
terima kasih pak @IdrisAShomad  semoga dapat ditindaklanjuti arahan dari bapak https://twitter.com/IdrisAShomad/status/729914193093091329 …;;
@PolPPDepok @IdrisAShomad @pemkotdepok anak punk sekalian Pa Satpol.. mereka mengandalkan penampilan seram;;
Giat Penjangkauan Anak Jalanan & Pengamen di Jalan Margonda Raya @IdrisAShomad @pemkotdepokpic.twitter.com/gFic3RMJRo;;
@chrisna8 @SekrtDisdukDpk @IdrisAShomad Denda telat waktu pelaporan , setelah 18 thun keatas 100rb, dibawah 18 thun (tidak ada denda);;
@chrisna8 @SekrtDisdukDpk @IdrisAShomad Pembuatan akta baru gratis, SOP 30 hari kerja ,;;
@newlanders @Dishub_Dpk silahkan ditinjau @Dishub_Dpk;;
@SekrtDisdukDpk @IdrisAShomad @pemkotdepok mohon informasi pembuatan akta lahir, berapa biayanya, jangka waktu pelaporan, & adakah denda?;;
Mungkin ada yang bisa kami kontak langsung? Dari dishub atau bmsda? @IdrisAShomad @PakdeDepok Saya Ketua RT di Kavling UI Sektor Barat;;
Semoga pemasangan polisi tidur sistem kejut dan lampu jalan dpt segera dieksekusi karena makin rawan kecelakaan @IdrisAShomad @pemkotdepok;;
Lokasi di Jl. Raden Sanim, depan gerbang Kavling UI Sektor Barat, Tanah Baru, Depok. @IdrisAShomad @pemkotdepok;;
Kami sudah mengajukan beberapa bulan lalu kepada dishub dan bmsda, tapi belum ada kabarnya lagi @IdrisAShomad;;
Pak @IdrisAShomad mohon bantuannya untuk pemasangan polisi tidur sistem kejut di depan komplek kami karena rawan kecelakaan @Dishub_Dpk;;
Kegiatan membersihkan saluran jl. Raya gandul @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfopic.twitter.com/FOTKsM9pyd;;
Sedang didata oleh Mba Lila dan kawan diwilayah Kp.Lio 009/019 @pemkotdepok @IdrisAShomad @Humas_depokpic.twitter.com/OulI91XXuj;;
@PolPPDepok @IdrisAShomad @pemkotdepok spanduk lembaga amil zakat apakah tetap hrs ada izin pasang?;;
Giat Penertiban Reklame di Jalan Margonda Raya @IdrisAShomad @pemkotdepokpic.twitter.com/ycYktsxWP8;;
@betharakh di kelurahan mana?;;
Alhamdulillah kami masih semangat melaksanakan UNBK @Lazuardi_GIS. Doakan semua dpt hasil terbaik Pak @IdrisAShomad pic.twitter.com/mS5JMQxAh8;;
Penutupan Diklat Prajabatan Gol.III Angkt. I dan II @sriutomo63 @pemkotdepok @IdrisAShomad pic.twitter.com/pRY8Ce4hi9;;
@IdrisAShomad makasih pak bayar pajak motor lebih gampang simple n gak lama;;
Kegiatan membersihkan saluran tersier kiri kali kali baru @IdrisAShomad @manto_dpk @BIMASDA @depokdiskominfopic.twitter.com/fFGU4yZ0rp;;
Sekda @pemkotdepok berfoto bersama dgn pesrta Diklat Prajab @humasdepok @bkdkotadepok @IdrisAShomad pic.twitter.com/eGdW1oUvAh;;
Sekda @pemkotdepok menyerahkan scara simbolis STTP kpd peserta @bkdkotadepok @humasdepok @IdrisAShomad pic.twitter.com/n0pXcR9LWW;;
Sekda @pemkotdepok menutup secara resmi Diklat Prajabatan Gol. III @humasdepok @bkdkotadepok @IdrisAShomad pic.twitter.com/KNBjjGmGYm;;
Giat Penertiban Reklame di Jl. Raya Ciputat Parung Bojong Sari @IdrisAShomad @pemkotdepokpic.twitter.com/zYvTVwzoyO;;
Situasi simpang Al-Huda lancar 10-05-16 09:10 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/CkAQ6KV3xi;;
Situasi simpang Kartini lancar 10-05-16 09:06 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/U5Zh1tgYW2;;
Situasi Jl. Margonda Raya (BALEKA) lancar 10-05-16 09:06 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/O3oa2Q0K1w;;
Situasi simpang PLN Beji lancar 10-05-16 09:04 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/nX1ZOyva1y;;
Situasi simpang Kodim lancar 10-05-16 09:04 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/OpGE8Fjdbi;;
Situasi simpang Cinere lancar 10-05-16 09:03 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/RM8ZDKDaSa;;
Situasi simpang Gandul lancar 10-05-16 08:55 ~ 08:59 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatnapic.twitter.com/5smT5nQH1Y;;
@IdrisAShomad mantap pa. pelayanan nya sampai malam...;;
Situasi simpang Margonda ramai lancar 10-05-16 08:53:50 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/XCZC1qAj6Lk?a ;;
Situasi simpang Ramanda ramai lancar 10-05-16 08:50:39 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/DmP2WeLXq50?a ;;
Situasi simpang Siliwangi lancar 10-05-16 08:43:32 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/SQUErG1H-Yc?a ;;
Situasi simpang Cijago ramai lancar 10-05-16 08:34:38 @Dishub_Dpk @pemkotdepok @IdrisAShomad @pradi_supriatna http://youtu.be/3-WMAE_bnBA?a ;;
@IdrisAShomad @pemkotdepok Waalaikumsalam... syukur, sehat dan gembira Pak Wali. Semoga bapak sehat juga;;
Situasi simpang Jatijajar ramai lancar 10-05-16 08:31:15 @Dishub_Dpk @pemkotdepok @IdrisAShomad... http://youtu.be/ttZEpYhkivY?a ;;
@IdrisAShomad wa'alaikumsalam wr wb.slamat pg jg pak,desa pasir putih pak blm ada SMPN/SMAN Tolong di buatkan pak,swasta kan mahal pak.tks;;
@IdrisAShomad waalaikumsalam,  selamat pagi pak;;
@IdrisAShomad wa'alaikumussalam...kabar baik pak wali...ada kerja apa lg nih pak buat Depok kita?;;
Assalamu'alaikum selamat pagi Depok.. apa kabar hari ini?;;
Pak wali @IdrisAShomad. https://twitter.com/IskandarDiah10/status/729729568978804737 …;;
@IdrisAShomad kelurahan keren nih. Kelurahan depok Jaya gmn nih?;;
pagi siang sore truck bwa psir batu bton bsi kayu dll msih bolak balik d ry sawangan, tlg pak wali d atur jam nya @IdrisAShomad @info_depok;;
@inuhanafi @satgas_banjir @IdrisAShomad @BIMASDA @depokdiskominfo insaAlloh TA 2016 ini;;
Bagi netizen pengguna Instagram silahkan follow http://instagram.com/idrisAShomad  unt berinteraksi dgn bpk @IdrisAShomad pic.twitter.com/kCpilRbWvD;;
